,text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions
54,046ECC91332C,"The first impressions are so important. Some people say that the first impressons are almost impossible to change nevertheless, a person can easily change his/her first impressions because, human is a developed creature that can easily keep moving and change the first impressions with his/her ideas and experiences. It should not even be a doubt for the people who already faced this situation and has developed ideas.

Some of the people says that the first impression is important. Yes, it is important. This is your first look to a person or another thing. It is easy to be impressed or shocked. But it is easy to go over it and change it. Almost everyone has their own ideas, not just the person who impresses. Another person can come with better ideas than that person. An average person is developing his/her ideas since kindergarten. Maybe by language, maybe science/math, maybe sports/arts. But almost everyone has their developed ideas. Even if they think that they don't have any ideas,

they are using their familiy's ideas. The person's family helps to create their mindset since they are born.

A person is getting in this impression situation certain times in their life. Unfortunately there are some people who can't keep moving after the first impression. They keep their mind set impressed to that person for forever. But also there are some people that can easily get rid of that awful experience and can keep moving. Because they know that they can easily go over this situation and can change it. Even a person can live like he/she never experienced that moment to keep their mind clear. A person has his/her own idea that could easily go over impressons and change it.

Is there any other way to change the first impression? Absolutely. A person always gain experiences from born to death. Even though the first impressions are confusing and shocking, it is not a problem for people. Because they already experienced this situation. They already failed it or succeed it. It is hard to solve the first impressions that the person faces. But that is the keypoint. By keep failing it they learn how to succeed it. They learn how to go over it. A person never ever should be shy for failing to handle this situation. No one is successful in their first experiences, even in their 10th-20th experiences. This is how a person gain experience and learns how to go over this first impressions. Because they already faced it and went over it.

Yes, the first impressions are important and it could be shocking too. But a person can easily change this first impressions with his/her ideas and experiences. The person already has his/her own developed ideas that could change it really fast, also has experiences that will help to go over the first impressions.         ",3.5,3.0,3.5,3.5,3.5,4.0
55,04788D56AC58,"Generic_City is the one place in this world i would like to visit. Mexico is a very nice and pretty place to visit and alot of people go there to visit. I like to go to Mexico because there so much to do and it's really fun. When i go over there i do a lot of stuff every single day like hang out with family, go to the plaza, go to the beach, go to the movies, go rollerskating, go to downtown and shop over there, and many other stuff.

My favorite thing to do over there is to help the bakers make bread and also to be with my family. Mexico also has good mexican food that you will probaly like. There are other places i would like to travel to but i choose Mexico because it's my moms hometown, theres a lot to do,and because i get to see my grandma,uncles,aunts,and cousins. Mexico is my favorite place to visit because i get to hang out with my old friends and go to the pool and swim til i get tired.

When i was little my mom would take me to the zoo a lot with my friends and we would have a blast. Sometimes i wish to live over there cause it's an amazing place to be at, but sometimes i don't cause i would have to go to school over there and i would have to learn how to write and read in spanish, which im not very good at. Mexico is kinda similar to virginia because they have chuck a cheese, mcdonalds, burger king , buffalo wild wings, and taco bell. Back then they didn't have those kind of place but only mcdonalds. Mexico now is so different because theres spray paint on the walls every where and it's just not the same as back then. They listen to american music and kinda talk english. I'm not saying that they can't learn that i'm just saying its just weird cause i just came from america i just want to be in a place where people are talking in there launguge.

I think you should visit Mexico, you will love it. there's just to much to do over there. you can also go to the park over there and also you can go to the circuse, you will totally love it and enjoy Mexico. ",3.5,3.0,3.0,3.0,3.5,3.0
56,047BD3CB80B4,"Should students have the option to take online classes? Yes, I believe that students should have the opinion to take those online classes and that no one should take those classes away from those students. Students can be more active when they are at home then at school. You can pick a time to start your online classes and have a fixed schedule. It is important for students to have the education of there own way instead of worrying about how public/private schools are run.

Most students attend to focus more when they are taking online classes; For an example, Students dont have to worry about how teachers are teaching students when they are in a class full of other students. Students tend to struggle when teachers aren't teaching their students properly and care more about there monthly payments. Second example, is that having that one-on-one connection. Having that bond with your teachers are great ways to not be afraid to ask question when you dont get a problem or how to get the answers to the homework. Third example, most students tend to be antisocial at school because thats how they were born or even scared that people around them with judge the student and that the students wanna feel safe at school.

My second argument is that students tend to get bullied at school; Bullying is a huge thing around the world and that bullying is a serious problem; Bullying is the number one cause of student not attending to school and not getting the proper education they need: For an example, when the student is taking an online class, they dont have to worry about other students picking on him, but instead he can feel safe and really enjoy the education that he is learning online at home. There was this one time that one of my really close friends was being made fun of and picking on him everyday at school. He would sometimes not attend to school because he was too scared to come in to class and would always worry about the other students. He would not focus on his school work, but would mostly focus about protecting himself.

My Third argument is that students can ask question when they are having that one-on-one with the teacher. Students are afraid to ask a not so good questions in math, English, history, etc. Students have that nerve racking moment when a teacher tells the class if they have any questions. There was this one time that a teacher asked the class if there were any questions and none of the students raised their hands because I felt like everyone knew what they were doing in the class but me. I was having that moment that I didn't wanna waste the other students time about my question that I didn't understand on. It was the judgment that they would give me, but I know that it wasn't the case, people tend to over think about the problem inside the classrooms. For an example, Extroverts tend to not talk/socialized to people often, instead they don't talk to others and the problem that they are having trouble with and scared to ask the teacher because they feel insecure about talking or feel uncomfortable talking to others.

In conclusion, Students should have the option to take an online class and enjoy learning like everyone else should. Learning is a fun thing to do, but have different learning styles in life. The world keeps changing everyday now and new technology is developing overtime.",3.5,4.0,4.0,4.0,3.5,4.0
57,0484BCFC725D,"Do you think fail is good? in this paper i will argue failure and success in life. Some people get sad when they fail something, they try to not loss the enthusiasm, sometimes people get mad by them self.

First, people get sad when they fail something, because they try the best so they can get everything right as they doe, and maybe they never image that they gonna fail, and sometimes some persons cry because they fail.

Second, some people try to not loss the enthusiasm when they fail at the first time, because maybe they have a good positive and they said that the next time they do not going to fail, so its mean that they not loss the enthusiasm at the first time they fail.

Last one, person get mad by his or her self, cause they think they don't do well, and they get really mad when they fail for a little error they have, but that get that they are learning because the errors that person have made them learn.

Some people said that failure is a bad idea for success. but some people don't loss the enthusiasm as they been falling and that made the person won for those who said that failure is a bad a idea because the person that don't loss the enthusiasm is keep going until they make sure to not fail anymore, and as they been falling they been learning.

In conclusion, for some people failure is a bad idea.                                                                                                                                                                                                                                                 ",3.0,3.0,3.0,3.0,3.0,3.5
58,04ACA7EB3994,"No,I dont think students should attend online classes from home. Because online classes might be sometimes harder for them to understand and to get help. It is always better to take classes in the person so students can learn better and get more experience and they can easily get help from the teachers whenever they want to. Online classes make people lazy and dont went them to do anything. They should get experience of going to school so they can learn more better. In my opinion in person classes are way better than the online classes. And it help students to be on time always.

Students should take the classes in person so they can attend school daily and get more active. It is totally different experience by taking classes online or in person beacuse sometimes its hard to understand from the online classes and students cant get it. Online classes are good for the students who need to graduate early and they cant have more in person classes so they can take the classes online and graduate on time. online classes make students lazy and dont they dont do it on time and they get lazy by staying at home. Online classes might be harder sometimes than the in person classes. Some people are used to online classes because they feel they are more easier for them. online classes are good for students who want to complete their all the required credits. Some people dont get time to do the online classes beacuse they have to go to work and they cant able to finish everything on time. They put more effort by going to school and sometimes they just dont feel like doing to online class. Online classes are good for those who wants to complete there courses early. Students should attend school so they learn more better. Sometimes online classes might be pressure for some students because its alot of them to do it and it depends on them whenever they want to do it and they should finish before the end of the school year and itmight be more stressful for them to complete everything soon. They should try there best to attened school beacuse it is more better than doing the online classes.

Online classes make some people lazy and they dont get experience of going to school. They should go to school and attend the classes so they can do all there work in class and get help from teachers whenever they feel difficulty beacuse getting help from online classes are harder it is a bit harder to get help from internet because some people dont understand them and it is more easier when they get help in person and they can understand everything easily and ask questions whenever they would like to. While,Some people might say yes it is better to attend online classes rather than going to school because they have to work in the morning and they dont get time to come to attend in person classes because they dont feel like going to attened them so they attend them at home. Students dont get much things in online classes and the feel difficulty sometimes and its hard for them to get some help from someone. Becasue if they go to in school classes they can get more help and they can get help for them to go to college. They can ask their counselour about how to apply for the colleges they want to get admission. They can get know whats going on in school and they can attend many activites in school and take some electives classes so they can learn more. Some people just want to take the classes online becasue they dont have the time to go to school.

Some students attend both online and in person classes beacuse they cant get enough classes at school in a year and they want to graduate on time so they take online classes so they can finish everything on time. It is little harder to attend both at a time beacuse they had to go to work too and they dont get time to do online classes. One of my friend jose he had done the same. He had to graduate on the same year but he was missing one class and he was not able to graduate on the same year so he went to his conseolur and he asked him what can he do to graduate on the same year so she gave him the idea for the online class and he started doing it. He felt it little harder but he was able to finish on time and he was able to graduate on time. Some students are always late on doing on online classes because they dont have enought time to do it If students get to in schools they get to know more about school and be more responsibility and they can get more education so they dont feel difficulty when they go to college they should always have experience of high school so they dont have any problem in college later on. And students put more effort in class because they have to get good grades so they can get good GPA and easily get admission in the college they want to. Online classes are sometimes harder depends on what class are they taking. Maths class might be harder to do in online classes beacuse you always need someone to help you because you might have so many questions and it will be harder to do maths in computer.

In conclusion,I would say it is better to take classes in school so students can learn more better and its more easier for them. In person classes are always better and students can get more help and understand better. Students can take part in activites. Students get more active by coming regularly to school. By coming to school daily it helps students to learn more and they get good experience for coming to school by making new friends and getting to know more about school. And they wont feel any difficulty beacuse there will be someone who can help them whenever they want to. By taking online classes students dont learn more like they can can learn in school classes. Students should take the online classes only if it is needed them to complete all required credits they want to graduate. Online classes might help some people and they feel more comfotable. But in my opinion i would rather take in school classes because it would help me in future by getting good experience of highschool and learn more",3.5,3.5,4.0,4.0,3.5,3.5
59,04B3A4DD9460,"I agree that talking to guidence is a good idea because guidence can help people on what is good or bad things to do in life. same people can even talk to guidence about thier problems and tell them what can be best can be a good solution for thier problems or for what they are passing throw in life too, However not that many people like to talk to guidence about thier problems people prefer to stay silence about their issues.

Eventhough some may say that people should not talk to guidence because guidence does not help in anything. guidance is the best resorce person to go to because they help you to stay focoues in problems you go throw in life.

Let say for example if you need help in school problems with family's or someone dies that was really close to you guidance could help you with depresion problems, familiy problems they are councelers but just few changes,

guidance can help you with paper work that you don't understand and fill in the paper work. Guidance is a good idea because guidence can help people on many stuff and find sulution of it one way to another. Guidance is the act of process of guiding, it also has counseling such as that provided for students about vocational and eduaction matters, Any of variovs processes of guiding a vericle by means of biltin equipment.

Guidance is someone who guides to the right way, or someone to look up too. gauidance is a good solution to problems and festration when a person does not have no one to talk to and they could have trust on guidance. where could people find guidance well guidance are in school or out of school too. Guidance help kids with school and fouces more on school and talk to parents, on how to maintan a kid focues in school and home.

Guidance helps kids to love and keep parents involved with them more and show them how to pertect thier kids.

finally, gudiance is a very good resource for who needs it people could find guidance in schools in courts, cummunity centers or so other who ever needs help guidance is a good resorse for them.",3.0,2.5,3.0,3.0,3.0,1.5
60,04B6FD84A066,"Aiming for small goals and accomplishing them are pointless. although, it is not a bad idea to make small goals and achieve them however, aiming for a bigger achievement will help in the long run. Achievements that are harder or much bigger can teach you a lot during the process of failure. In my opinion failing at long term goals is more beneficial then achieving small goals.

One reason why failing at long term goals is better then to achieve a small goal is that you keep learning when you fail it is a part of life that you need in order to have success. For example, You might never succeed or progress in something you havent failed at, failure helps you learn to do better and not make the same mistakes. Achieving small goals is not a bad idea but to fail while trying to go your hardest is better because that is your full potential and it helps in your future. Aiming for easier goals does not help learn about failure and you need failure to be successful and experienced.

Having long term goals is the better way to go. For instance, you can have a goal that can go on for a couple years and when you accomplish it it will feel way better than something you didnt fail or get tired on. Long term goals also help you plan ahead and really perfect your craft or perfect what you are trying to accomplish. Having a goal that you can easily achieve does not help you with learning because you dont fail and it does not take tie and experience. For example, a goal is something you have to push to achieve, so if you dont have to fail and learn it is not a realistic goal.

Accomplishing and working on something you know you can achieve is not really success. Goals are achievements that are supposed to benefit you. For example, if my goal was to learn how to swing a bat it wouldnt be better than my goal wanting to win the world series. small achievements come with big goals you can learn how to swing a bat while you are training for the world series. Aiming bigger will help you accomplish more then just your goal . It will also teach you skills like patience and practice and that you will accomplish small goals on the road to the big goal.

As you can see, I agree with what Michelangelo said about aiming low and accomplishing your goal because when you aim low you dont really have a challenge or real goal. You dont get to experience failure and having to do so much to reach the goal. Aiming higher and failing is when you put your effort and you fail but when you learn from that failure and keep trying to achieve the goal in different ways you will achieve it as well as other small goals along the way.",4.5,4.0,5.0,4.5,4.0,4.0
61,04C2DA8069E7,"The school use cell phones in the classrom for education purposes it's because they want the student learn the other way can, but they had to be doing workand the same time kids start thinking other way to use cell phones in life.

Theacher they thinking the best oportunity to explaint in own life that way we can use the cell phones appropriate in the future. Because some teacher they worry about it are future and how we can go.

some theacher try to give anything to work on parper or looking for new, event, and search anything obaut the class. they making to take some examen on line and quiz on the cell phone usen app to get on the quiz.

When we talking about schools, some they are in lawful of the schoolto us cell phones in cvlassrooms. thats why some school they have own laws about cell phone.

They are meny school they had own ruls and they don't want the student use cell phones fro any reason.

They are many institution or progant to help school how they can teach and the student learn someting new and how they can put on his life.

Conclusion they are many way you can teach studen usen the cell phone but you most to explain why? the school is important to teach student how they use own cell phone.

I hear many teacher tell the people. What other thing you can do with you cell phone, but don't tell my calling i want to hear other thing like..? I know some people don't anwer the question.?

they many thing can help people and student to can see on the phone they can do to be a better person but they don't lost time doing tha't and they are most on the computer or they take class and read book all the time.

yeah it good people read all the time but they had to explor the world too on the other side like usen new tecnology.",2.0,2.5,2.5,2.0,2.0,2.0
62,04E1A9EE5BE1,"If you image the world student stay home take online class? that be great for student are most sake can not go to school but online class is big help for sake or in the hospital. they are people hoe have problem like have cancers or harder dazes is not harm full anyone student in school. but some student they say their is no problem to not to come school if you sake or not you have come to school. but they are range because they do not hate to go school they body is not strong handily jar mes in and get sake al the time and school allowing ha very to can take online class but they have pay. but student way not free because student hoe are sake pay all the class and they can not play any sport, your student can come to great full of your parent.

do have thing in their power sand ache one to school .

very I was 5 year old choke cold toke my my parent,

I do not wont to go school star cry Generic_Name hurt van my gram father hired what i say come to and say stop cry eat your maidens and go to school way do not wont go school to day then and gram father told me a story van gram father was younger he told me van he in school they wore no online class and they some people van can go to because my gram father harder and harder and that but still he harder to bake a doter. then in end i go to school think what my gram father la cone he throne me

THINK ABOUT

it was long time age now my 18,

I great full my gram father what he.

Teacher me non

I realize what he mate education is harder get stay home ,Wii not give anteing in end it does not batter if you take online class or not you take normal class if you but some time think way you come fun or wife, friend you are not think if online class doing wok get machine you do it later you not think about what is amount in the end they two lines to go can to light or dark that you live some one think they family and they love and wont bake something that make they family prod and go to collage live a happy live with family.",2.0,1.5,2.0,2.0,1.5,1.5
63,04FA62C5F269,"The positive attitude is the key to success in life?. Experiments support the idea that a positive attitude help in life, because the people thing positive. Most part of the poblation is happy because they success in life and catch up all the goals. A high percentage of poblation get stuck in their preoccupations and they can't see the light of the sun; they think that life hate them. The poblation should take a positive attitude because is the key to success in life, and the people feel free of stress and preoccupation.

The scientist studies show us that a positive attitude help in life. A bunch part universities pass a lot of time doing research for understand the human mind and their attitudes. If you watch the news, news paper or internet they share with you all the discovery, of course that the information is shared with the authorization of the universities. The people think when universities discover something huge or important of the human body is a big step for a man, because a human body in a secret box.

The poblation is happy because they success in life. The major part of poblation think that when you have a positive mind the stress is lower and the output is higher. The brain probably is not a huge muscle but, if you use to a positive form all your body respond because all your body is connected with your brain. For this reason people give you this tip for a good style of live and a good success to.

On other hand a high percent get stuck in life. These part of poblation is the minimum part that say that life is hard and not every thing is easy because you need put afford. Even if you have a positive attitude they say that life sucks and is hard get the thing that you need or dream. But for this people is; more hard you tried to get a positive attitude it's impossible, sometimes you fall through in life and then you give up and dont tries more.

Here is a example of positive attitude: When you have a test and you are so nervous, but you think on you mind that you can do it because you're totally sure that you remember the classes and the topics that you teacher teach in class. With a positive attitude you can do a lot of thing for most difficult that it's look. For this reason the human brain is totally amazing bacause you discover a lot of capacity for doing things that you think that you can't do it.

In short, if you want success in life think positive for most difficult that show up you can do it. The human body have a big capacity for doing change to their self, and if you thing negative is time that you change your mind and start thinking positive. Also if you think more positive than negative you health get better you must have a healthy mind and body, also when you talk with other person you can transmit your positive environment or they can feeling easily, so be positive.            ",2.5,3.0,2.5,2.5,2.0,2.0
64,05021F4CA528,"I belived that what you yourself choose to make it because alot people have different choices in the life some people have different influence of what they belived on there own choices and ability for example like life style and what they enjoye doing to do also what they belived and whats right or wrong, who they hangout with.

I learned it in different sitution from expericing with my friends like some they change there belives and some have different life style of living some parents disaprove of them the way of living and some are disapointing what they choose to do in life. I have a friend that there parents are religious they dont agree with his life style but still respects his chocies in life. I used to haning out with my friend in house where im met his parents they told me there stories about how education was so important to them how they got more jobs from it but the otherside of there family like his uncle didnt graduted from collage but still came sucessful. I have other example told my parents my sister like going to school and told them i didnt have a interest in going to school i sometimes thought about not going to collage.

Also I belived what you youself to choose to make it because alot people have different choices in life and history some depening places where you live of come from for example like in eastern Europea Bosina and Hergionvian some people are Catholic,Orthdox and some are Muslim they grew up having life style of living and also in the U.S some people dont use modern stuff and us old fasion for example the Amish and also speak Germen differnt dialect and english.

I belived people have the right to choose they way want to live or do with there choices they make and become sucessful. I think people have different mind set of life finding out who they are whats there goal in life.

I belived there different goal and ability of doing it and the passion.

I belived alot people can anyting in life that is someting postive bring joy and get alot of sucess and get noticed.

also for the people that do negitive things i belived they should get a second chance to do it no one is perfect i think failure is the mother of succes people should have a postive mind what there going to do.",3.0,2.0,3.0,2.5,2.5,2.5
65,0506BAC596A7,"Write something beyond that you know it very important for our knowledge.

It will be better if you try to do something beyond if you already mastered; however, if you dont try you will never know.

Agree / to know more things ,more knowledge, an open mind.

Try hard is better because we can know more things, more knowledge,an open mind.

Try hard to know beyond what you have already mastered is better because we can know more things. For example, how to explore to te world. Also, how's the car made; finally, how to make a factories. In conclusuion try hard to know beyond what you already mastered is better because we can know more things.

2.

Try hard to know beyond what you have already mastered is better because we can get more knowledge. For example, Teaching a better sciencie; Addition, get knowledge on the space, last, convert a car to robot. In conclusion try hard to know beyond what you already mastered is better because we can get more knowledge.

3.

Try hard to know beyond what you have already mastered is better because we can get a open mind. For example, explain how to made an essay; Beside, coach team, finally, person of congress. In conclusion try hard to know beyond what you have already mastered is better because we can get a open mind.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",2.0,2.5,2.5,2.5,2.0,3.0
66,050BFA60C6AF,"Do a city council is debating the adoption of a 10 P.m weekend curfew and a midnight weekend curfew for teenagers? some people believe that the council should not be debating the adoption of a 10 P.m weekend curfew while other believe that they should debate the adoption of a 10 P.m weekend curfew. If the curfew is adopted, teenager on the street after those hours would be breaking the law.

This is important because there are so many dangerous people out at night trying to kidnapping some teenagers. This curfew should take teenager out of trouble like being walking on the street at midnight trying to intimidate others teenager.

This curfew is going to take teenager safe, because at midnight there are so many dangerous people on the street, like gangs members those people are just trying to take teenager and make them to join to there gang and make them to do bad things.

This should take teenager to be with there family , and no with bad influences at night, bad influences are just trying to make you to be in big trouble. when you are in trouble the person that make you to b e there he just run away when they see that your in a big trouble they are not going to help you ,

because that what bad influences do.

Do a city council is debating the adoption of a 10 P.m weekend curfew and a midnight weekend curfew for teenagers. This is important because there are so many dangerous people out at night trying to kidnapping some teenagers. This curfew should take teenager out of trouble like being walking on the street at midnight trying to intimidate others teenager. This curfew is going to take teenager safe, because at midnight there are so many dangerous people on the street, like gangs members those people are just trying to take teenager and make them to join to there gang and make them to do bad things.

This should take teenager to be with there family , and no with bad influences at night, bad influences are just trying to make you to be in big trouble. when you are in trouble the person that make you to b e there he just run away when they see that your in a big trouble they are not going to help you ,

because that what bad influences do.                      ",3.0,3.0,2.5,2.5,2.5,3.0
67,0514D25768A0,"Technology has been one of the most facts popular during the 21st century. It is well-known for every ages around the world. However, the use of technology had have negative effects on people's lives. There are three reasons very clear about it.

First, technology has a lot of wed-sites which attracted to most people. Therefore, when you walk in the park or wherever you go, you will see most people with their eyes into their phone, ipad, computers or another device. As a result, there are many road accidents or even some parents lose their children in the mall.

Second, students are not productive in their classes. They do not need to read a book, to find the information what they need because everything is in the internet. In other words, technology is more intelligent than our students.

Finally, technology has ended up with our social life. Nobody what to talk with other person without use his phone. In adittion, the comunication between parents and children, can not be possible these days because they are very busy surfing on internet. They spend a lot time in their devices, when they are in the store, in the house, in the work, even in a date.

However, some people think that technology is not bad at all because it help to save people. For example, in a hospital, doctors usually use technology to do X-ray, operations and to test different body part's. This help them to do more professional their work. Also, it help to do many work outside the country. For example, if the government in our country want to send information to an allied country, it will be easier by e-mail.

In conclusion, technology could cause death to people who do not know how use it. Also affects to the student's learning and limited the human contact. In other hand, It can be use for positive things, as along as we use it with responsability.",3.5,3.0,2.0,3.0,2.0,3.0
68,051C3A22AEE0,"I think that the online or video coferencing wounld not benefit high school student because they many pros and con. pros student can work on thier own sudent can work on home cons

Not all student have a acces to the internet student cannot understand the assessment it make it not English speaker to understand student cannot benefit for attend classes from house. because take classes from home cannot improve the student educated. In the school class student are alllow to work with group and work with teacher. home school can cause distraction, worries. For Example when you're work or take exam and your family member call you to do something for her. in school they taught you many thing to learn. Online classes and school classes have similarity and different thing in common

The First different between this two classes is that online classes are classes that you take home why school classes are classes that you take in school.

The second different between this two classes is that in online class you don't learn lots of thing. but in school classes you learn of thing. This are the similarity between two classes.

The first similarity between two class is that both classes are required the second similarity between two class is that both classes are teaches by teacher  ",2.5,2.0,3.0,3.0,2.0,2.0
69,053ACB9DFE74,"If your having so much trouble in a problem you have just ask an adult or some freinds. It would be good to have more then one person. Because a freind could be fake and give bad edvise like drink alcohal to feel better or cut your self becuase you are depresed. Nothing of that is good so when a good freind comes to tell you advise they tell you good things. Another thing is that maybe somone could be lieng to you about somthing. and some people try to help but somtimes they make it worst by givving you bad edives.

Like I said earlier somone might be lieng to you like for example he/she might say leave the house because your parents cause the problem. So you have to dectect that or els e you will get in seriuos problems. so i f you know that their is a fake freind trying to tell you lies say ok and leave.

Another thing i said is that they probably give you the best edvise. What i mean about that is that they try to help you but they only make it worst like for example: your bf (boyfreind) breakes up with you and you cry for hours and he says ask him to be your bf again you will be ambaresed in front of everyone the last point i wanted to talk about is that more than one person is good to give you advise because some of them can not be halpfull some of them can be liars and some of them can be fake edvise",3.5,2.5,3.0,3.0,3.0,2.0
70,053C05D2EE43,"Why Collage is Important

Acorting to CNN weekly 98.5% of people that go to collage get five times more income then people that dont go to collage. One reason you should go to collage is because you can be more finachely sexesfull another reason why collage is a good chose is because you can learn new things and meet new people.

When you go to collage it really helps you out in the long run you can take a class to teach you how to pay your bells and just help you over all be fineachely stable. Also when you go to collage you learn so many things that you didn't know before it crazy! There are so many classes you can take to help you learn new things and be more intelligent over all.

If your really anti social I would get why your scared to meet new people but it's ok when you meet new people and get out you shell its going to be so exiting. and when you meet new people you can get a new friend that you can study with. This is why people should go to collage and get all of these prows. In conclusion i feel like people that go to clear are going to get a better egucashon and this is why.",2.5,3.0,3.0,3.0,2.5,2.0
71,0546517E6BAA,"When we make our own decision , we are creating our own world. People should make their own decision than be guidance from experst and authorities because they can't grow like a person by it-self. If they are guidance from experts or authorities they can't develop their own knowledge. That not help then because they are depending by other people and they can't never try something different by it-self. I agree with people who make their own decision because they build a self-confidence, learn be independent, and develop own skills.

When people make own decision they build a self confidence. One example of build self confidence is that we can believe in our self in what we can do. another reason is that we can feel confident by making our own plans. last reason to build our self confidence is that we have the ability to create our own future by making good decisions. Taking our own decisions always help us to feel confidence because we feel like a responable person in each decision maked.

Taking our own decisions helps us learning to be independent. One reason is that we learn to work by our self by making the decision to create our own businees without be guidance from a experts. Another example is that we learn to get up by it self, when we fall down by a bad decision. Last reason is that we have the right to do better if we get something wrong in our lives by a bad decision. When we make a good decisions by our self we feel independent because we are learning to live by ourself.

The people who make their own desicion, they are developing own skill. When we take own decision we are improving our knowledge becuase we are understending about what are the good decision and bad decision. Another reason is that we are learning to develop our own personality because making desicion help us to get more experience in our lives. Last reason is that to make decisions also help us growing like a person because when we take decisions they make feel us with confidence that we are people with great capacity to do anything. Make decision in our lives help us to develop our own skill because we are understanding how hard is live if we select a wrong decision.

Make owns decision always help us to grow by ourself. By doing own decision we can build self confidence to be a successful people in our lives. Practicing own decision help us to be independent and make feel us as a responsable peoples. When we make own decision ,we are making our own progress for future coming by developing skill like doing better our personaliity. It is for this an many others reasons that people should believe that is better made their own decision than be guidance from experts and authorities.",3.5,3.5,4.0,3.5,3.5,3.5
72,0563F089C239,"To the principal:

Cell phone is a very popular device now a days and almost everyone use it to communicate with others. I have a cell phone my self too. I think cell phone is appropriate for student to use during lunch periods and other free times as long as they turn off their cell phone during class and use it for appropriate matters. Cell phone can help people solving matters by talking on the phone and contact when some emergency happened.

Cell phone can help people in many ways, as long as we have a limit on it.

Cell phone is a device that has many functions. It can help people in many ways. When there is an emergency at school, the best device to use to communicate with your parent to tell them you are safe, or polices to report the incident is cell phone. Cell phone is not a direct contact, but it gives the least secure to a matter such as you are safe, some specific thing happening in school, and some decision that can be solve using cell phone instead of meeting face to face. Cell phone will be fine to use at school as long as students are using it for the correct matter and does not let the cell phone disrupt them during class.

As time went by, more and more function appear on the cell phone can make our student and adult's life easier. Some cell phone can even go to the internet! Some people can use cell phone as a material to find resource, study online, and read books online instead of carry those heavy books home. Cell phone is simplification for many thing you do, it can not absolutely replace books, but it makes easier for people to read and study. If we can let the student to bring the cell phone to school and only let them use it during free periods or lunch time. I'm sure that it would benefit both our student and you.

Sincerely,

STUDENT_NAME",3.0,3.5,4.0,3.5,2.5,4.0
